oID,PID,CIDX,Poster,Gender,CDate,Cmt,CLike,Date,Time
225022223-1,225022223,1,臺北醫學大學 藥學系,m,10月20日 15:10,韓村 廣島屋,2,2016/10/20,15:10
225022223-2,225022223,2,臺北醫學大學 醫務管理學系,m,10月20日 15:20,小阿姨的愛,25,2016/10/20,15:20
225022223-3,225022223,3,臺北醫學大學 公共衛生學系,f,10月20日 15:21,好食在推推真的好實在,8,2016/10/20,15:21
225022223-4,225022223,4,臺北醫學大學 醫學科學研究所,m,10月20日 15:56,老宋牛肉麵三饌屋大志軒Honey Pig,2,2016/10/20,15:56
225022223-5,225022223,5,臺北醫學大學,f,10月20日 16:52,粥道 框影 提諾 大紅花,4,2016/10/20,16:52
225022223-6,225022223,6,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 02:09,B1 謝謝～ (筆記起來B2 認真? 有這店名B3 謝謝B4 真多感覺都不錯B5 收藏,0,2016/10/21,02:09
225022223-7,225022223,7,臺北醫學大學 呼吸治療學系,m,10月21日 03:17,學餐的小阿姨，有道隱藏菜色叫『愛』，很划算，什麼都有，你可以點看看,8,2016/10/21,03:17
225022223-8,225022223,8,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 04:41,B7 哈哈哈 原來如此,0,2016/10/21,04:41
225022223-9,225022223,9,臺北醫學大學,m,10月21日 06:07,沒吃過祥和不要跟我說你讀過北醫拜託祥和大使?,11,2016/10/21,06:07
225022223-10,225022223,10,臺北醫學大學 藥學系,m,10月21日 06:25,海力士無誤,4,2016/10/21,06:25
225022223-11,225022223,11,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 07:47,B9 哈哈 已吃過 我老師的最愛之一,0,2016/10/21,07:47
225022223-12,225022223,12,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 07:47,B10 有聽說找時間去一次,0,2016/10/21,07:47
225022223-13,225022223,13,臺北醫學大學,f,10月21日 08:32,大推朝鮮閣???,1,2016/10/21,08:32
225022223-14,225022223,14,臺北醫學大學 醫學檢驗暨生物技術學系,f,10月21日 09:08,田園.大蒜.JnF,1,2016/10/21,09:08
225022223-15,225022223,15,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 11:28,B13 謝謝B14 田園吃個幾次推～ 其他收藏,0,2016/10/21,11:28
225022223-16,225022223,16,臺北醫學大學 藥學系,m,10月21日 13:10,品味刀削麵 超愛,2,2016/10/21,13:10
225022223-17,225022223,17,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月21日 13:56,B16 ok,1,2016/10/21,13:56
225022223-18,225022223,18,臺北醫學大學,f,10月21日 16:45,陳根找茶 台北市十大早餐,1,2016/10/21,16:45
225022223-19,225022223,19,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月22日 03:49,B18 謝謝 這實驗室有推薦 找時間去吃看看,0,2016/10/22,03:49
225022223-20,225022223,20,臺北醫學大學 藥學系藥學組,m,10月22日 05:30,你們都忘了MR.J了嗎？既然樓主說價位其次那我就提了,2,2016/10/22,05:30
225022223-21,225022223,21,臺北醫學大學,f,10月22日 06:28,覺得老爹廚房不錯朝鮮閣的阿姨上菜時沒問就開始拌石鍋頓時食慾全無?,3,2016/10/22,06:28
225022223-22,225022223,22,臺北醫學大學,f,10月22日 06:49,有志壹同 眷村,3,2016/10/22,06:49
225022223-23,225022223,23,原PO - 臺北醫學大學 生醫材料暨組織工程研究所,m,10月22日 07:21,B20 謝謝 ～但普遍大家說味道還好 哈哈B21 看起來像傳統豬飼料嗎？ ?B22 好的 ～ 謝謝,1,2016/10/22,07:21
225022223-24,225022223,24,臺北醫學大學,m,10月22日 10:22,聞豆奇不錯吃,3,2016/10/22,10:22
225022223-25,225022223,25,臺北醫學大學 醫學系,m,10月25日 18:30,滿燒肉丼,0,2016/10/25,18:30
225022223-26,225022223,26,臺北醫學大學 醫學系,f,10月26日 08:11,大蒜名聲不太好喔哈哈 聽說之前餐點裡面常常有蟑螂～～,1,2016/10/26,08:11
225022223-27,225022223,27,臺北醫學大學 藥學系,m,10月27日 19:35,田園真的讚，Cp 值極高薌也不錯，雞腿飯推88茶餐廳，有跟祥和炒飯不一樣的感覺逢江豆腐鍋（莊敬路君悅排骨對面），推韓大嬸，韓式拌飯真的也是好吃,1,2016/10/27,19:35
225022223-28,225022223,28,臺北醫學大學 護理學系,m,11月4日 01:19,l肉叔叔,0,2016/11/4,01:19
225022223-29,225022223,29,臺北醫學大學 藥學系,m,11月4日 16:10,怎麼沒人推九鬼,0,2016/11/4,16:10
225014582-1,225014582,1,臺北醫學大學,f,10月19日 15:26,最近好多黑特版還有一個叫黑特北醫終極版?,9,2016/10/19,15:26
225014582-2,225014582,2,臺北醫學大學,f,10月19日 15:49,不知道什麼時候黑特北醫開始走討論公共事務的路線了?4.0根本是戒嚴吧哈哈,3,2016/10/19,15:49
225014582-3,225014582,3,原PO - 臺北醫學大學 藥學系藥學組,m,10月19日 15:52,B1我開始想要追蹤終極版了B2真的啊，我發文黑特婊小編，他們也根本不敢發，連髒話都不能罵，還叫甚麼黑特?,1,2016/10/19,15:52
225014582-4,225014582,4,臺北醫學大學 醫學系,f,10月20日 02:05,B1 推推終極版?,0,2016/10/20,02:05
225014582-5,225014582,5,臺北醫學大學 呼吸治療學系,m,10月20日 06:57,難道不知道醫院不會有4嗎?,2,2016/10/20,06:57
225014582-6,225014582,6,臺北醫學大學,f,10月20日 11:13,爆卦北醫耶！是有人看不過去了https://m.facebook.com/gossipTMU/,2,2016/10/20,11:13
225014582-7,225014582,7,臺北醫學大學,m,10月20日 13:14,黑特北醫5.0也上線啦,1,2016/10/20,13:14
225014582-8,225014582,8,原PO - 臺北醫學大學 藥學系藥學組,m,10月20日 13:30,這真的讓我頭昏眼花了，目前存在的板有：黑特北醫、黑特北醫4.0、黑特北醫5.0、黑特北醫終極版、爆卦北醫，北醫一定黑特點很多才可以跟別人不一樣，多超多版的！下次再來個「真，黑特北醫」好了,2,2016/10/20,13:30
225014582-9,225014582,9,臺北醫學大學,m,10月20日 13:58,我看5.0就是看不慣4.0沒guts的行為才創的吧,1,2016/10/20,13:58
225014582-10,225014582,10,臺北醫學大學,f,10月20日 14:14,那就等原PO創個「真，黑特北醫了」了,0,2016/10/20,14:14
225014582-11,225014582,11,臺北醫學大學,f,10月20日 14:24,覺得一個終極版就夠了??,2,2016/10/20,14:24
225014582-12,225014582,12,臺北醫學大學,m,10月20日 15:17,髒話一直都可以發阿 是太菜所以被刪吧噗噗,0,2016/10/20,15:17
225014582-13,225014582,13,原PO - 臺北醫學大學 藥學系藥學組,m,10月20日 15:41,b12，可能因為我罵太狠了，他不敢發,0,2016/10/20,15:41
225014582-14,225014582,14,臺北醫學大學 醫學系,f,10月26日 08:11,為什麼要有那麼多版本啊？,0,2016/10/26,08:11
225014582-15,225014582,15,臺北醫學大學,m,10月29日 14:03,B14 因為4.0這個不能寫那個不能寫連髒話都不能寫，跟戒嚴差不多，所以出現其他的版,0,2016/10/29,14:03
225012678-1,225012678,1,臺北醫學大學 藥學系,m,10月19日 12:25,莊敬路上快要到麥當勞有一家(推薦)吳興街往吳興商圈走 過十字路口之後也有幾家,2,2016/10/19,12:25
225012678-2,225012678,2,原PO - 臺北醫學大學 醫學科學研究所,f,10月19日 16:20,感謝！,0,2016/10/19,16:20
225012678-3,225012678,3,臺北醫學大學 96醫學系,m,11月11日 00:16,很晚才看到，不過分享數年前經驗，在吳興街那家修別的東西（好像是腳架？有點忘記），結果牽沒多遠整組變速掉下來? 後來我都寧可牽去台大裡面那間。不需零件的還會免費。還有在台大後門（辛亥路）某家借過工具，免費。,0,2016/11/11,00:16
224980958-1,224980958,1,臺北醫學大學 藥學系藥學組,m,10月15日 04:42,一階段國考要那三大科目都及格就能考像是藥理藥化藥劑生藥藥分……而參加二階的資格是藥學系畢業~,1,2016/10/15,04:42
224980958-2,224980958,2,原PO - 臺北醫學大學 藥學系藥學組,m,10月15日 05:25,B1謝謝你啊！！因為我有看到文說，醫學系普化沒過不能考國考，所以才想問問看的，想說那藥學系呢？,0,2016/10/15,05:25
224980958-3,224980958,3,臺北醫學大學 藥學系,m,10月15日 08:40,補充 B1 因為有機可能會檔修到藥化，如果你在大三暑假前無法修過所有國考科目就沒有辦法考國考第一階段要修過藥理學，藥物化學，生藥學，藥物分析，藥劑學，生物藥劑學,1,2016/10/15,08:40
224980958-4,224980958,4,臺北醫學大學 藥學系藥學組,m,10月15日 13:43,原po加油!!我們一起考一階!!!,1,2016/10/15,13:43
224980958-5,224980958,5,原PO - 臺北醫學大學 藥學系藥學組,m,10月15日 13:52,"b3,現在都沒有擋修哦！我之前有問過，好險好險",0,2016/10/15,13:52
224980958-6,224980958,6,臺北醫學大學 藥學系,m,10月22日 14:23,學長我有機上下 藥化上都被當了  但有心就可以都過 甚至順利通過國考 加油吧,0,2016/10/22,14:23
224980958-7,224980958,7,原PO - 臺北醫學大學 藥學系藥學組,m,10月22日 16:19,b6既然你都修過藥化了，那怎麼可能會叫我學長呢？我們應該是同學吧（笑,0,2016/10/22,16:19
224973943-1,224973943,1,臺北醫學大學 醫學系,f,10月14日 05:56,幫抓兇手QQ,3,2016/10/14,05:56
224954657-1,224954657,1,臺北醫學大學 公共衛生學系,m,10月11日 15:52,我剛剛去看過了QQ，拿學生證給櫃檯看他會幫你減一點錢，不過還是要260@@,2,2016/10/11,15:52
224954657-2,224954657,2,臺北醫學大學,f,10月11日 16:08,附近診所一堆,1,2016/10/11,16:08
224954657-3,224954657,3,臺北醫學大學 牙醫學系,f,10月11日 16:29,建議小病去診所就好 不要到大醫院浪費健保資源唷～,17,2016/10/11,16:29
224954657-4,224954657,4,臺北醫學大學,m,10月12日 05:27,基本自費負擔就比外面掛號費貴了啊,0,2016/10/12,05:27
224954657-5,224954657,5,臺北醫學大學,m,10月12日 06:19,買普拿疼吃一吃就好啊XD反正也是差不多的藥～,2,2016/10/12,06:19
224954657-6,224954657,6,臺北醫學大學 醫學檢驗暨生物技術學系,f,10月12日 09:45,事實上醫院的藥可能還比外面的差,0,2016/10/12,09:45
224954657-7,224954657,7,臺北醫學大學,f,10月13日 13:35,小病去外面的診所就好了喔～不要浪費健保資源啊～～～(也比較省錢 真的)身為醫學大學的學生應該要了解醫療分級的落實唷～～～,4,2016/10/13,13:35
224954657-8,224954657,8,臺北醫學大學,f,10月13日 15:38,借請問北醫附近有推薦的診所嗎?,0,2016/10/13,15:38
224954657-9,224954657,9,臺北醫學大學,m,10月13日 16:06,B8  六張犁那邊的安吉耳鼻喉科不錯,0,2016/10/13,16:06
224954657-10,224954657,10,臺北醫學大學 牙醫學系,m,10月13日 16:24,靠近信義國中有間 信義耳鼻喉科 還不錯,0,2016/10/13,16:24
224954657-11,224954657,11,臺北醫學大學,f,10月16日 15:03,學生優惠是免去掛號費150元基本上民眾在附醫的最低基本價是150+240=390元所以學生去看大多是240（若是還有其他的藥事費及處置費 則另計）雖然只比外面診所多40-90元但為落實醫療分級制度 仍建議到外面就診並且 你也不會等到天荒地老好好珍惜台灣的醫療資源啊,3,2016/10/16,15:03
224954657-12,224954657,12,臺北醫學大學,m,10月16日 17:17,我每次感冒都去麥當勞斜對面的劉彥煌耳鼻喉科看～醫生人很nice!,0,2016/10/16,17:17
224954657-13,224954657,13,臺北醫學大學,m,10月21日 17:21,"讚成B3, 成藥傷身傷胃，建議診所看就行了，本身一直喝熱開水+偶爾薑母茶，稍微運動出個汗(記得擦乾）就痊癒了^^",0,2016/10/21,17:21
224949246-1,224949246,1,臺北醫學大學 藥學系,m,10月11日 07:19,爛玻璃屋低能玻璃屋腦殘玻璃屋,8,2016/10/11,07:19
224949246-2,224949246,2,臺北醫學大學 牙醫學系,f,10月11日 09:46,為什麼要蓋玻璃屋？,1,2016/10/11,09:46
224949246-3,224949246,3,臺北醫學大學 保健營養學系,f,10月11日 10:04,為了賣咖啡&紀念品(?),3,2016/10/11,10:04
224949246-4,224949246,4,臺北醫學大學 牙醫學系,f,10月11日 10:18,B3 認真嗎？,0,2016/10/11,10:18
224949246-5,224949246,5,臺北醫學大學,m,10月11日 11:42,怎麼不開間鬆餅屋 台大小木屋鬆餅好吃,29,2016/10/11,11:42
224949246-6,224949246,6,臺北醫學大學,f,10月11日 14:50,推 B5 鬆餅屋,0,2016/10/11,14:50
224949246-7,224949246,7,臺北醫學大學,f,10月11日 15:28,這樣也要叫一個樓還動土儀式？不知道的還以為是教學用大樓呢ㄏㄏ,1,2016/10/11,15:28
224949246-8,224949246,8,臺北醫學大學,m,10月11日 15:51,B6 推啊 超級好吃,1,2016/10/11,15:51
224949246-9,224949246,9,臺北醫學大學 藥學系藥學組,m,10月12日 02:20,到底蓋來幹嘛的啊,1,2016/10/12,02:20
224949246-10,224949246,10,臺北醫學大學,f,10月12日 05:10,我還真的以為是教學大樓?,0,2016/10/12,05:10
224949246-11,224949246,11,原PO - 臺北醫學大學,m,10月12日 12:03,今天經過還有聽到好像可以做媒體記者的休閒空間?？說要採訪前可以等？,1,2016/10/12,12:03
224949246-12,224949246,12,臺北醫學大學,f,10月13日 08:10,乾學校有錢蓋腦殘玻璃屋沒錢增加櫃子數量我想要系櫃小系沒人權QQ,4,2016/10/13,08:10
224949246-13,224949246,13,臺北醫學大學 藥學系藥學組,m,10月13日 15:16,簡單來說就是學校拿來做公關用的…,0,2016/10/13,15:16
224949246-14,224949246,14,臺北醫學大學,f,10月14日 04:10,我也想要系櫃啦乾 小系沒人權QQ,2,2016/10/14,04:10
224949246-15,224949246,15,原PO - 臺北醫學大學,m,10月14日 07:42,(拍拍小系,0,2016/10/14,07:42
224949246-16,224949246,16,臺北醫學大學 藥學系,m,10月19日 14:27,君蔚是誰啊？,0,2016/10/19,14:27
224949246-17,224949246,17,臺北醫學大學,m,10月21日 06:09,可以蓋一間好一點圖書館其實,0,2016/10/21,06:09
224948952-1,224948952,1,臺北醫學大學 藥學系,f,10月11日 01:51,真ㄉ假ㄉ?,1,2016/10/11,01:51
224948952-2,224948952,2,臺北醫學大學,m,10月11日 01:59,三人行 必有我濕焉(誤,12,2016/10/11,01:59
224948952-3,224948952,3,臺北醫學大學,m,10月11日 09:13,求詳細,0,2016/10/11,09:13
224948952-4,224948952,4,臺北醫學大學,m,10月12日 06:18,這樣不是很正常嗎@@？,2,2016/10/12,06:18
224948952-5,224948952,5,臺北醫學大學,m,10月12日 12:34,去台大男宿兜一圈再回來或是PLAY ONE!!!!,1,2016/10/12,12:34
224944893-1,224944893,1,臺北醫學大學 牙醫學系,m,10月10日 13:29,我也很無奈啊哈哈哈哈。。。。大家好像都覺得很正常，還很遠,1,2016/10/10,13:29
224944893-2,224944893,2,臺北醫學大學,m,10月10日 13:57,恩～ 應該大部分的人不懂妳的標題,1,2016/10/10,13:57
224944893-3,224944893,3,臺北醫學大學,m,10月10日 14:15,網路上其實有一整份國內的名單 北醫的部分也不少 無奈～,2,2016/10/10,14:15
224944893-4,224944893,4,臺北醫學大學,m,10月10日 14:40,嚴重在哪裡啊？是會出國的人素質比較低你們不滿意?還是搶你的飯碗不爽?你有認真看過出國他們學的東西嗎？比較不紮實嗎？還是他們也是考試用作弊，考試為了應付?,1,2016/10/10,14:40
224944893-5,224944893,5,臺北醫學大學 牙醫學系,m,10月10日 14:44,B4也沒有不爽啊，我們自己不要在考試輸他們就好，只是看到我這麼拼然後高中同學每天混拿個50級分出國念牙，還是有點不平衡啦只怪我出身沒他好，所以得更努力是把?,7,2016/10/10,14:44
224944893-6,224944893,6,臺北醫學大學 藥學系,m,10月10日 16:08,副校長女兒？,0,2016/10/10,16:08
224944893-7,224944893,7,臺北醫學大學,m,10月11日 03:09,級分真的很重要嗎？還是更重要是你們這五六年學的知識吧不要每個都抬頭覺得自己跟神一樣然後學習太度跟待人都很差(多數人還是很棒的~)覺得你們complain很多別人靠背景誰誰誰是副校長的兒女他媽的別人還是很努力的學啊不要進個醫牙就自己高潮有本事就拿出實力證明你比他們好即使有背景我不相信實力會輸他們不喜歡聽你們在那邊靠北有的沒有的生病了我們還是靠你們加油點好嗎？,7,2016/10/11,03:09
224944893-8,224944893,8,臺北醫學大學 牙醫學系,m,10月11日 07:42,b7歡迎去ptt發表我喜歡你的觀點你應該也是醫牙的吧,1,2016/10/11,07:42
224944893-9,224944893,9,臺北醫學大學,m,10月11日 16:21,B4  我不知道你有沒有認識的人在國外啦 可是我認識也聽說很多在國外的每天都在玩，考試都做小抄他們回來就六年內考過國考就好了啊 是你不會不爽？回B3 其實那個名單沒有很完全喔 有幾個名子因為家裡夠有力沒被爆出來,2,2016/10/11,16:21
224944893-10,224944893,10,一個把回應刪除的同學,o,10月11日 17:17,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/10/11,17:17
224944893-11,224944893,11,臺北醫學大學,m,10月14日 16:25,原來現在還有人天真的以為比別人有實力就一定可以贏別人?現在的社會是有錢是老大，沒錢你什麼都不是,1,2016/10/14,16:25
224944893-12,224944893,12,臺北醫學大學,f,10月31日 18:34,現在早就不是讀書可以翻轉社會階級的年代了還是要認清事實啊...不想認清也只能了....,0,2016/10/31,18:34
224944893-13,224944893,13,臺北醫學大學 醫學系,m,11月6日 12:58,學妹進了醫院你就會巴不得有這些人跟你分值班數 顆顆說實在的 你口中說的人出去過外念也是每年1300害得大家根本不是不爽國外念這件事而是不爽權貴這件事畢竟國外回來的BG不夠硬未來也大部份的是四大科啦～,0,2016/11/6,12:58
224944893-14,224944893,14,臺北醫學大學,f,11月6日 13:02,B4 B9我是有認識的人在國外拉我只是比較過他們的課程跟上課方式，其實他們真的很認真我只是想說不管在哪個地方  一定都有很認真跟很混的人我兩個朋友都很認真阿  各種討論課 有一個還XX化學系排第一 可是他們身邊也有那種超混的人呀而且  他們也不是50級分的那種人所以  我只是想說  不要以偏概全^^,1,2016/11/6,13:02
224932787-1,224932787,1,臺北醫學大學,f,10月8日 17:06,對呀 為什麼要關版啦啦啦,0,2016/10/8,17:06
224932787-2,224932787,2,臺北醫學大學,f,10月8日 17:10,好想繼續看各種八卦ㄚㄚㄚ,0,2016/10/8,17:10
224932787-3,224932787,3,臺北醫學大學 醫學檢驗暨生物技術學系,m,10月8日 17:29,校隊怎,0,2016/10/8,17:29
224932787-4,224932787,4,臺北醫學大學 保健營養學系,f,10月8日 17:33,B3 另外一篇黑特北醫有寫,0,2016/10/8,17:33
224932787-5,224932787,5,臺北醫學大學,f,10月9日 06:11,對啊 為什麼黑特北醫3.0要關版哭哭 還我黑特版,0,2016/10/9,06:11
224932787-6,224932787,6,臺北醫學大學 保健營養學系,f,10月9日 13:07,我也要黑特回來～～～～,0,2016/10/9,13:07
224932787-7,224932787,7,臺北醫學大學,f,10月16日 16:40,4.0出現了4.0出現了4.0出現了,0,2016/10/16,16:40
224931502-1,224931502,1,臺北醫學大學,f,10月8日 15:26,好像有聽說兩人因為約會吃早午餐沒去開醫學盃的領隊會議？是被目睹在永和吃早午餐嗎？,5,2016/10/8,15:26
224931502-2,224931502,2,臺北醫學大學,f,10月8日 15:42,哇好精彩,1,2016/10/8,15:42
224931502-3,224931502,3,臺北醫學大學,f,10月8日 15:46,今天下午的黑特北醫3.0很熱鬧但怎麼吃個飯回來就關版了請問有人知道此對情侶的掛嗎另外，好想知道為什麼關版噢版主跟事主熟捻？還是事主心虛一直檢舉？,4,2016/10/8,15:46
224931502-4,224931502,4,一個把回應刪除的同學,o,10月8日 15:55,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/10/8,15:55
224931502-5,224931502,5,臺北醫學大學,f,10月8日 15:56,所以今天下午在黑特北醫看到的這篇看來不是空穴來風囉,2,2016/10/8,15:56
224931502-6,224931502,6,臺北醫學大學,f,10月8日 16:12,想知道為什麼關版+1有人目睹過男生從女生家出來，一個周日早上七點多，躲躲藏藏遮遮掩掩的可能是據說那時還沒有離婚的樣子...,1,2016/10/8,16:12
224931502-7,224931502,7,臺北醫學大學,f,10月8日 17:20,原po 謝謝你把這些話說出來隊長常常露出全世界都在為難她的樣子我一開始也覺得很可憐殊不知他們根本都在背後說隊友的不是聽到都覺得煩了拜託你們就待在你們兩個的小小世界吧這世界太險惡了不適合你們兩小無猜,5,2016/10/8,17:20
224931502-8,224931502,8,臺北醫學大學,f,10月9日 01:08,有點好奇 原po是該校隊相關人士嘛？不然怎麼知道這麼多感覺像是內部消息的資訊…如果是的話 原po你辛苦了 在這種環境下還能堅持自己的籃球夢 如果不是 那我想這是該球隊的內部事 我們外人應該不好干涉不好討論才對 雖然從原po的文中感覺的出那兩人真的很差勁 但是破壞球隊氣氛(忘了原po怎麼說)這種事真的蠻嚴重的阿 如果不是事實的話 這樣說對該球隊真的蠻傷的不管如何 該球隊加油阿 希望你們能不被影響 繼續努力堅持籃球夢,1,2016/10/9,01:08
224931502-9,224931502,9,臺北醫學大學,f,10月9日 02:25,原po 好球！,0,2016/10/9,02:25
224931502-10,224931502,10,臺北醫學大學,f,10月9日 03:13,感覺原po是校隊內的人耶!不然也太了解了吧!一開始我也是抱持著看好戲的心態傳給我別校也有打球的朋友看 結果她說她覺得有點怪怪的她說為什麼隊內的事情好像沒有先溝通過然後直接拿上網給大家評論的感覺 似乎兩邊都有問題吧總之 原po妳辛苦了~加油,0,2016/10/9,03:13
224931502-11,224931502,11,臺北醫學大學,f,10月9日 03:30,我看完覺得是因為教練與隊長多了私人感情 所以才會讓其他球員覺得不公平或不滿吧？像師生戀會被禁止 就是怕有老師偏袒學生這個嫌疑 對其他學生的學習環境有所影響原po也不一定要是校隊內的人 畢竟認識他們兩位主角的人也不少 認識校隊成員或生活跟校隊有交集的人也很多只能說兩位男女主角真的做人有點失敗 不然誰會想去黑特北醫爆料別人的私生活有多精彩 還害黑特北醫3.0被關 還我黑特版啊啊啊,2,2016/10/9,03:30
224931502-12,224931502,12,一個把回應刪除的同學,o,10月9日 03:36,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/10/9,03:36
224931502-13,224931502,13,臺北醫學大學,m,10月9日 03:37,於公男的大小眼太明顯 帶人不帶心女的不負責任 自我中心於私男的拋妻棄子女的不自愛 心中只有教練大人 與朋友疏遠了還覺得是別人不對 不尊重她,11,2016/10/9,03:37
224931502-14,224931502,14,臺北醫學大學,f,10月9日 03:39,求昨天黑特北醫3.0的文昨天下午聽說冒出了很多篇相關黑特文 但是被關版之後就都看不到了有人有截圖備份嗎求分享給沒看到的人看,0,2016/10/9,03:39
224931502-15,224931502,15,臺北醫學大學,f,10月9日 05:32,我有備份，全部都有唷，還等著說錯話的人出來道歉呢?,1,2016/10/9,05:32
224931502-16,224931502,16,臺北醫學大學,f,10月9日 05:37,B10 如果能溝通也能解決就不會被大家拿出來講。如果他們管好自己的嘴巴不到處說閒話也不會惹眾怒造成昨天黑特北醫3.0的眾多爆料。版主只是拿諸多事情中的一小角出來說而已，像是醫學盃該要抽籤開會，結果隊長跟教練無端消失，還被目擊在永和的紛紛細雨中漫步輕移。所以這兩位的事情絕對不只是溝通不良而已的問題哈。,3,2016/10/9,05:37
224931502-17,224931502,17,臺北醫學大學,f,10月9日 05:45,這件事情其實大家都不想討論但他們的言行跟行為越來越誇張不管在球隊 在個人而且根本不覺得自己有問題是道德感上出了偏差嗎至於今天事情會搞成這樣我想就是一個人受不了了大家都跟著爆氣了吧,0,2016/10/9,05:45
224931502-18,224931502,18,臺北醫學大學,f,10月9日 05:49,聽說 在年初的時候 當事人們在福和橋附近接吻 不知是真還是假…,1,2016/10/9,05:49
224931502-19,224931502,19,臺北醫學大學,f,10月9日 05:51,假日約會也剛好在餐廳遇到 他們兩人的互動比我們約會還要甜蜜 真是羨慕…,1,2016/10/9,05:51
224931502-20,224931502,20,原PO - 臺北醫學大學,f,10月9日 05:55,??回大家抱歉～我是原po我確實不是校女籃內部成員我也並不想針對他們兩人私下情感多做評論（也很抱歉讓某些人認為不該由外人來寫出這樣的文章）我只是希望可以讓他們對這支校隊有些交代相信沒有人會希望自己喜歡的球隊甚至是球員難過或是被毀了！謝謝說話的大家，也很抱歉讓某些人有了不好的觀感。如果大家覺得這樣的行為很不可取，我可以立刻刪文，謝謝大家?,2,2016/10/9,05:55
224931502-21,224931502,21,臺北醫學大學,f,10月9日 06:01,戀愛是兩個人之間的事情但是時機點選擇不對就是不可原諒曾經一度不爽看不下去但是想想也別為他們搞得自己心煩氣躁所以現在管他是劈腿還是小三什麼的都不想理他們 就當茶餘飯後的八卦看就好但是但是但是看著原PO所說的就覺得憤怒為什麼要把私人情感帶入我崇拜的校隊裡呢能不能還我原來讓大家稱羨的球隊阿啊啊啊,0,2016/10/9,06:01
224931502-22,224931502,22,臺北醫學大學,f,10月9日 06:26,我們不是當事人沒資格評論但對於當初相信渣男的朋友對於這件事情真的很不能諒解為什麼這麼不成熟不把事情處理好 只會逃避今天這樣就是傷了你前妻傷了學妹傷了小孩傷了三個人你開心了嗎第一次對一個朋友這麼失望,2,2016/10/9,06:26
224931502-23,224931502,23,臺北醫學大學,f,10月9日 06:34,B16 原來啊 那真的是滿誇張的 該去開會沒到結果去約會 也太沒責任感....,0,2016/10/9,06:34
224931502-24,224931502,24,臺北醫學大學,f,10月9日 07:40,這是昨天黑特北醫3.0的備份呼，昨天我只發摟到這篇，還有人有看到更新的嗎？哇塞我人超好，小三被PO出個人資料那篇，我還幫她馬賽克，不用客氣。,13,2016/10/9,07:40
224931502-25,224931502,25,一個把回應刪除的同學,o,10月9日 08:18,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/10/9,08:18
224931502-26,224931502,26,臺北醫學大學,f,10月9日 11:40,能力差的人當隊長，球隊就會亂沒肩膀的人當爸爸，就會搞小三隊長和教練在一起，練球很尷尬吃早餐比抽籤重要，不尊重球員校籃名聲臭氣沖天，學妹很無辜學好做人再來打球，快去做人吧,20,2016/10/9,11:40
224931502-27,224931502,27,一個把回應刪除的同學,o,10月10日 08:17,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,0,2016/10/10,08:17
224931502-28,224931502,28,臺北醫學大學,m,10月10日 09:42,太精采了~~~來人啊給張折凳,0,2016/10/10,09:42
224931502-29,224931502,29,臺北醫學大學,f,10月10日 10:10,其一：隊長身為比賽聯繫的唯一窗口，她在沒有把抽籤時間通知其他隊員的情況下，她擅自做主決定不去，不管有什麼樣的原因都是錯，或是不論參加抽籤的重要性如何，她一個人並不能代表全球隊的意見，她一個人單方面決定想放棄與會以及球隊的權益，不代表全球隊也想要放棄自己的權益。其二，身為聯繫的唯一窗口，將消息傳達給全隊員知道，這是最最最基本必須要做到的職責，並沒有盡到把消息轉通知給所有球員的情況下，這就是最大也最不允許發生的錯誤。相信傳達完善的訊息，應該是一件非常基本，也不是一件這麼困難的事情。題外話，隊長或許自己覺得不重要，但是並不代表全隊都認為不重要。隊長自己想放棄權益，不代表全球隊都想放棄自己的權益。隊長沒有做到最基本消息的傳達，又無故缺席，也並未指定代理者，實在是非常非常的不盡責。是否能夠合理懷疑隊長完全沒有把球隊當作一回事或是放在心上呢？,1,2016/10/10,10:10
224931502-30,224931502,30,臺北醫學大學 保健營養學系,f,10月10日 10:17,B27 這樣好像不太好吧?,4,2016/10/10,10:17
224926646-1,224926646,1,臺北醫學大學,m,10月8日 05:09,加油，等你過幾天再來發文 我就能知道開始蓋了沒,1,2016/10/8,05:09
224916618-1,224916618,1,臺北醫學大學,m,10月6日 15:27,北醫熱舞社啦  熱街是啥XDD正名一下,3,2016/10/6,15:27
224916618-2,224916618,2,原PO - 臺北醫學大學,f,10月6日 16:02,b1抱歉立馬改正,0,2016/10/6,16:02
