oID,PID,CIDX,Poster,Gender,CDate,Cmt,CLike,Date,Time
225376349-21,225376349,21,臺北醫學大學,f,12月16日 10:43,b17 剛好 又有 風聲 聽到 學藝 組頭 這位 同學 愉快 只是 聽 說得來 既然 親身 求證 也不 需要 繼續 造 這種事 實 不明 言論,1,2016/12/16,10:43
225376349-22,225376349,22,臺北醫學大學 藥學系,m,12月16日 10:59,上面 好像 已經 講得 差不多 至少 當初 開會 目的 希望 大家 多 盡 一份 心力 共筆 而不是 一昧 享受 前人 果實 而不 付出 這跟 大家 常 婊 台灣 貫 老闆 有何 差異 往後 學弟妹 記取 一下 就算 101102 做的 共筆 再好 多少 還是 修改 空間 甚至 有些 章節 換了 教授 不要 純抄 學長 姐 甚至 直接 pdf 檔 截圖 複製 貼上 發揮 自己的 巧思 做出 一份 驕傲 別人 讚美 共筆,3,2016/12/16,10:59
225376349-23,225376349,23,臺北醫學大學 藥學系,m,12月16日 12:09,b17 評語 罵人 評語 基本上 就是 點出 你的 缺漏 或是 改進 地方 這樣子 叫罵 需要 幫 掃 一下 玻璃 嗎,1,2016/12/16,12:09
225376349-24,225376349,24,臺北醫學大學 藥學系,m,12月16日 12:12,b18 噢 想知道 多會 玩耶 不會 只是在 dcard 匿名 嘴一嘴,1,2016/12/16,12:12
225376349-25,225376349,25,臺北醫學大學,m,12月16日 14:20,b18 檢舉 重傷 他人 送出 謝謝你 熟 嗎 醉 醉,1,2016/12/16,14:20
225376349-26,225376349,26,臺北醫學大學 藥學系藥學組,f,12月16日 16:01,學妹 對於 妳 這個 制度 關心 給予 肯定 但是 妳的 方法 錯了 妳在 文中 提到 幹部 也有 許多 同學 關心 這件事 那麼 你們 當中 一定 有人 認識 了解 制定 這個 制度 原因 學長 姐 詢問 妳 po 文在 更能 了解 原因 還有 在這裡 黑特 同學 你們 真的 對於 朋友 共筆 退 被換 感到 不滿 應該 直接 學藝 組頭 反應 這黑特 半天 不會 改變,4,2016/12/16,16:01
225376349-27,225376349,27,臺北醫學大學 藥學系,m,12月16日 17:45,b19 呵呵 哪個 字眼 攻擊 別人 要不要 拜託 b23 掃 你的 玻璃 啊 這麼 喜歡 組頭 學藝 一樣 玩 文字 遊戲 嗎 糾正 別人 看到 那些 評語 覺得 寫 這樣 帶 有個人 情緒 跟我說 這樣是 糾正 缺失 嗎 b25 一樣 醉 嗎 醉 別 在這裡 瘋言瘋語 b20 以為 傷害 那位 同學 心 已經 印出來 東西 貼出來 給 大家 彌補 嗎 拜託 讀到 大學 用點 腦袋 好不好 秋後算帳 包裝 隱晦 一點 哪科 組頭 說清楚 當事人 應該有 自知之明 希望 棒棒 組頭 學藝 送 印 之前 稍微 檢討 一下 別 這麼 急著 那位 同學 公審 想要 私下 啊 這麼 明目張膽 真 可怕 b21 聽來 不想 明講 而已 兩邊的 問過 大家 也都 知道 一直都 不合 需要 再去 幫 求證 還是 你想 打聽 看看 啊 b24 早就 開始 玩 身邊 一堆 眼線 急著 報告 消息 嘴 一嘴 大家 都會 不過 到時候 設計 別哭 喔,0,2016/12/16,17:45
225376349-28,225376349,28,臺北醫學大學 藥學系藥學組,m,12月17日 15:21,認真的 要不 你學 早就 不玩 共筆 反正 不信 讀 不會 過 只看 臉書 太久 沒用 狄 卡的 我還 真不知道 發生 這件事 也好 慶幸 不做 共筆 像是 說得 甚麼 評語 罵人 沒 在這裡 我還 真不知道 我也是 103 級 坐 沙發 八卦 嘍,0,2016/12/17,15:21
225376349-29,225376349,29,臺北醫學大學 藥學系,f,12月17日 16:57,同學們 你們 知道 誰 高興 嗎 就是 老闆,6,2016/12/17,16:57
225376349-30,225376349,30,臺北醫學大學,m,12月17日 20:21,卡 看戲,0,2016/12/17,20:21
225365371-1,225365371,1,臺北醫學大學,m,12月11日 12:28,我不是 楓杏 但是 學校 應該 不會 一個 社團 而把 撤走 應該 拉 雖然 我也 很乾,3,2016/12/11,12:28
225365371-2,225365371,2,臺北醫學大學,f,12月11日 12:46,學校 原本 進 推的 辦公室 變成 未來 保健 系辦 進 推 楓杏 一舉 搬遷 原野 社說 實在 那個 社團 空間 已經 因此 變小 還被 大家 這樣 說真的 可憐,20,2016/12/11,12:46
225365371-3,225365371,3,臺北醫學大學,f,12月11日 15:22,楓杏 社團 空間 變小 還是 任何 一個 社團 社辦 還要,42,2016/12/11,15:22
225365371-4,225365371,4,臺北醫學大學,f,12月11日 17:27,進推是 搬到 大安 校區 原野 社的 原址 可能 完全是 進推,0,2016/12/11,17:27
225365371-5,225365371,5,臺北醫學大學,m,12月12日 00:38,老實說 對於 原野 社 搬到 美食街 裡面 個人 反對 影印 東西 會有 大量 碳粉 還有 刺激性 臭氧 產生 學校 醫學 大學 對於 這種 健康 衛生 議題 原野 社與 美食街 放在 一起 實在 令人 難以 接受,50,2016/12/12,00:38
225365371-6,225365371,6,臺北醫學大學,f,12月12日 18:24,我覺得 太多 系 獨立 成院 有點 浪費 資源 一直 新增 科系 也不 確定有 必要 知道 北醫 空間 很小 瓜分 很慘,7,2016/12/12,18:24
225365371-7,225365371,7,臺北醫學大學,m,12月13日 00:15,沒 搞清楚 狀況 欸 哈哈哈,2,2016/12/13,00:15
225365371-8,225365371,8,臺北醫學大學,m,12月13日 03:31,有本事 抗爭,0,2016/12/13,03:31
225365371-9,225365371,9,臺北醫學大學,f,12月13日 09:35,呃 搬家 挺 麻煩 籌辦 變超 小東西 超多,3,2016/12/13,09:35
225365371-10,225365371,10,臺北醫學大學,f,12月14日 08:08,b9 怎麼 沒想 過 原野 社 搬家 麻煩 現在的 位置 超 小東西 超多 www 而且 為了 搬到 現在 那個 位置 影印機 電腦 少 那麼多 欸 ㄏ ㄏ,6,2016/12/14,08:08
225365371-11,225365371,11,臺北醫學大學,m,12月14日 08:32,原野 社 其實 已經 約 滿正 考慮 續約 只是 暫時 搬遷 那裡 實際上 會不會 繼續 留著 誰 不準 最後 不續 大家 得到 附近 影印店 印 東西 至於 為什麼 楓杏會 搬到 原野 社的 地方 實際 狀況 就是 學校 明明 空間 不足 硬 新增 學院 系所 導致 空間 必須 重新分配 為此 付出 代價 就是 原野 社 搬遷 楓杏 社辦 變小 搬到 那裡 熱舞社 搶 b2 這樣 到底 該怪 誰 也不 要問 大家 理性 討論 應該 不難 都是 大學生 掰 惹衛 也不是 楓杏 原野 社 只是 聽到 東西 講 一下 而已 資訊 有誤 麻煩 四方 大大 補充 理盲 謾罵 並沒有 比較 厲害 啾 咪 大家 勿戰 ㄎ ㄎ,13,2016/12/14,08:32
225365371-12,225365371,12,臺北醫學大學 藥學系,m,12月14日 15:53,瘋性 ㄏ ㄏ,0,2016/12/14,15:53
225365371-13,225365371,13,一個把回應刪除的同學,o,12月16日 08:49,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2016/12/16,08:49
225365371-14,225365371,14,一個把回應刪除的同學,o,12月16日 08:49,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2016/12/16,08:49
225365371-15,225365371,15,臺北醫學大學,m,12月16日 08:50,難道 社團 賺錢 太慢 學校 直接 增開 系所 吸收 學生 賺 比較 快,2,2016/12/16,08:50
225365371-16,225365371,16,臺北醫學大學,f,12月16日 17:20,到底 原野 社 搬走 關楓 杏 什麼事 楓杏 也是 趕走 啊,2,2016/12/16,17:20
225365371-17,225365371,17,臺北醫學大學,f,12月17日 02:52,拜託 搞清楚 狀況 再戰 好嗎 原 po 不了解 直接 戰 社團 我也是 頗 呵 現在 辦公 地方 變小 以為 楓杏 開心 搬遷 累 也不是 只有 原野 社楓 杏 東西 搬 真的 不比 原野 社少 沒 好戰 誰 比較 累 反正 大家 一樣 累 而且 我也 討厭 原野 社 搬家 空氣 品質 大家 方便性 大大 下降 真的 ps 然後 現在 學弟妹 跑出來 走道 道具 我也是 白眼 翻 一圈,0,2016/12/17,02:52
225365371-18,225365371,18,臺北醫學大學 藥學系,m,12月17日 03:06,封 倖 就是 ㄏ ㄏ,0,2016/12/17,03:06
225365371-19,225365371,19,臺北醫學大學,f,12月17日 19:29,其實 根源 批准 增加 科系 學校 啊 幹嘛 戰楓 杏楓 杏 也是 給 一群 國高中 生 一個 溫馨 營隊 覺得 學校 規劃好 用地 增加 科系 真的 不懂 以前的 公衛 暨 營養 暨 醫管 學院 三個 分家 難道 錢會 比較多 嗎 搬家 煩人 工地 越來越 多 暴露 危害 多 ㄏ ㄏ,2,2016/12/17,19:29
225365371-20,225365371,20,臺北醫學大學 呼吸治療學系,m,12月18日 18:50,這樣 聽起來 楓杏 算是 受害者 只是 原野 社 是在 食物鏈 底端 罷了 要戰 社團 也不是 這樣的 理性 討論 好嗎,2,2016/12/18,18:50
225365371-21,225365371,21,臺北醫學大學,m,12月27日 14:25,哭哭啼啼 秀下 限時 有沒有 動 頭殼裡 器官 大腦 好用的 應該 每個人 都有 一個 才對,1,2016/12/27,14:25
225361924-1,225361924,1,臺北醫學大學,m,12月11日 00:17,1,0,2016/12/11,00:17
225361697-1,225361697,1,臺北醫學大學,f,12月10日 17:15,世貿 新城 離 捷運 101 蠻近 哦 走路 大概 5 分鐘 不到,0,2016/12/10,17:15
225361697-2,225361697,2,臺北醫學大學 呼吸治療學系,m,12月10日 17:30,明年 1 月中 就會 回來,17,2016/12/10,17:30
225361697-3,225361697,3,臺北醫學大學,f,12月11日 01:32,101 站 3 號 出口 走到 世貿 新城 搭 7 走路 距離 最短 個人 還是 比較 喜歡 直接 市政府 搭 7 轉車 移動 距離 最短,0,2016/12/11,01:32
225361697-4,225361697,4,臺北醫學大學 藥學系藥學組,m,12月11日 05:41,每次 六張犁 沒 等到 接駁車 就會 騎 接著 一秒 想到 北醫 已經 拆 youbike 站 差點 上課 遲到,1,2016/12/11,05:41
225361697-5,225361697,5,臺北醫學大學,f,12月11日 13:30,qq ubike 人生 黑白,2,2016/12/11,13:30
225361697-6,225361697,6,臺北醫學大學 藥學系,m,12月16日 11:02,都到 災害 應變 中心 騎,1,2016/12/16,11:02
225361243-1,225361243,1,臺北醫學大學 公共衛生學系,f,12月10日 18:48,希望 以後 舉著 北醫 旗幟 參加 活動,1,2016/12/10,18:48
225361243-2,225361243,2,臺北醫學大學,m,12月11日 02:11,好像 推動 耶 不太 確定,0,2016/12/11,02:11
225361243-3,225361243,3,臺北醫學大學,m,12月11日 05:39,我是 聽說 某次 社團 申請 超過 期限,0,2016/12/11,05:39
225361243-4,225361243,4,原PO - 臺北醫學大學,m,12月11日 09:04,b1 一起來 哈哈 b2 醫 文社 嗎 b3 超過 期限,1,2016/12/11,09:04
225361243-5,225361243,5,臺北醫學大學,m,12月11日 10:05,時間 期限,0,2016/12/11,10:05
225361243-6,225361243,6,臺北醫學大學,m,12月13日 00:16,嫌 社團 夠多 喔 弄 直接 弄 幹嘛 再創 一個 社團,0,2016/12/13,00:16
225361243-7,225361243,7,臺北醫學大學,m,12月13日 00:17,嫌 社團 夠多 喔 弄 直接 弄 幹嘛 再創 一個 社團,0,2016/12/13,00:17
225361243-8,225361243,8,臺北醫學大學,m,12月13日 03:15,不是 直接 弄 社團 嗎 不是 理解 樓上,1,2016/12/13,03:15
225361243-9,225361243,9,臺北醫學大學 醫學系,m,12月13日 10:37,比較 關心 社團 是醫 文社 義鬥社 喔,1,2016/12/13,10:37
225361243-10,225361243,10,臺北醫學大學 醫學系,f,1月17日 01:17,醫學系 系學會 有個 組織 叫 scora 專門 推廣性 教育 喔喔 喔 學期 應該會 彩虹 計畫 不限 醫學系 參加 會到 信義國中 同儕 教育 考慮 參 加個 不是 lora 女子,0,2016/1/17,01:17
225360824-1,225360824,1,臺北醫學大學,f,12月10日 16:03,有人 也是 胸悶 一整天 結果 醫院 心電圖 正常 留觀 三小時後 心電圖 產生 變化,0,2016/12/10,16:03
225360824-2,225360824,2,臺北醫學大學,f,12月10日 16:26,或許 嘗試 中醫 我過去 胸悶 西醫 心電圖 檢查 出毛病 中醫師 透過 脈診 方式 診斷 出 問題 開了 一些 藥方 給我約 服用 草藥 一個 多月 胸悶 症狀 逐漸 獲得 改善,0,2016/12/10,16:26
225360824-3,225360824,3,原PO - 臺北醫學大學,m,12月11日 01:37,謝謝 順利 起床 目前 舒服 不過 胸部 肌肉痠痛 醫生 有要 我驗 甲狀腺 今天 發生 的話 考慮 b1 方法 謝謝 b2 真的 滿 舒服 不到 一個月 有效,1,2016/12/11,01:37
225360824-4,225360824,4,原PO - 臺北醫學大學,m,12月11日 02:49,ㄜ 星期五 胸部 運動 不知 心悸 胸悶 有沒有 關係 剛剛 吃早餐 時有 悶 一下,0,2016/12/11,02:49
225360824-5,225360824,5,臺北醫學大學,f,12月11日 09:00,以前 也有 一樣的 症狀 看醫生 偏頭痛 心悸 胸悶 手抖 不過 驗 不出 什麼東西 其實 我自己 覺得 應該是 作息 太不 規律 睡覺時 間 不正常 34 睡起來 完 10 課 回去 睡 然後 晚上 可能 113 睡 都有 可能 後來 逼 每天 早睡早起 一定要 5 起床 12 前 睡 加上 一個 禮拜 至少 跑步 1000m 一個月 突然 發現 完全 沒事了 偏頭痛 心悸 胸悶 手抖 都不會 提供給 參考 看看,2,2016/12/11,09:00
225360824-6,225360824,6,原PO - 臺北醫學大學,m,12月12日 04:15,b5 剛剛 胸部 心臟 全面 檢查 一切正常 也要 效法 最近 真的 睡眠不足 一段 時間 又剛 考完 一堆 試,0,2016/12/12,04:15
225355422-1,225355422,1,臺北醫學大學,f,12月9日 16:23,其實 北醫 牙科 不錯,1,2016/12/9,16:23
225355422-2,225355422,2,臺北醫學大學,f,12月9日 16:31,育昌 樓上 誠品 牙醫 莊敬路 御 瑄 牙醫 不錯 北醫 牙科 的話 好處 學生 免 掛號費 缺點 可能會 實習生 看的,4,2016/12/9,16:31
225355422-3,225355422,3,原PO - 臺北醫學大學,f,12月9日 17:23,b1 怕 檢查 而已 醫院 會不會 太 誇張 哈哈 b2 謝謝 平常 經過 兩家 一直 不知 如何,0,2016/12/9,17:23
225355422-4,225355422,4,臺北醫學大學 醫學檢驗暨生物技術學系,m,12月10日 00:19,御 瑄 超 讚 推,1,2016/12/10,00:19
225355422-5,225355422,5,臺北醫學大學 牙醫學系,m,12月10日 12:35,狀況 咧,0,2016/12/10,12:35
225355422-6,225355422,6,臺北醫學大學,f,12月11日 09:04,我自己 都去 金品 牙醫 牙醫 很好 細心 不過 有點 遠 古亭 附近 參考 看看 xd,0,2016/12/11,09:04
225355422-7,225355422,7,臺北醫學大學 高齡健康管理學系,m,12月19日 00:04,稱霸 北醫 誠品 牙醫,0,2016/12/19,00:04
225350087-1,225350087,1,臺北醫學大學 藥學系,m,12月8日 18:34,全國 最大 真人 美女 裸聊 中心 上線,19,2016/12/8,18:34
225350087-2,225350087,2,原PO - 臺北醫學大學,m,12月9日 01:37,b1 我還 以為是 澳門 線上 賭場,3,2016/12/9,01:37
225350087-3,225350087,3,臺北醫學大學,f,12月9日 04:43,聖誕老公公 一起 過,0,2016/12/9,04:43
225350087-4,225350087,4,臺北醫學大學,f,12月9日 06:40,areyou89,3,2016/12/9,06:40
225350087-5,225350087,5,原PO - 臺北醫學大學,m,12月9日 12:59,b489,0,2016/12/9,12:59
225349699-1,225349699,1,臺北醫學大學,f,12月8日 17:31,真的 有夠 髒亂 垃圾場 一樣,4,2016/12/8,17:31
225349699-2,225349699,2,臺北醫學大學,f,12月9日 01:57,啊 哪個 系 那麼 白目 一群 87,4,2016/12/9,01:57
225349699-3,225349699,3,臺北醫學大學,f,12月9日 08:31,呵呵 啊 不就 青春,1,2016/12/9,08:31
225348231-1,225348231,1,臺北醫學大學,f,12月8日 14:17,為啥 不問 醫生,5,2016/12/8,14:17
225348231-2,225348231,2,原PO - 臺北醫學大學,m,12月8日 14:29,b1 想先 問問 大家 再問,0,2016/12/8,14:29
225348231-3,225348231,3,臺北醫學大學,m,12月8日 15:14,可能 避免 浪費,1,2016/12/8,15:14
225348231-4,225348231,4,臺北醫學大學,m,12月8日 16:18,啊 醫生 其他 醫院 驗 過了 可是 想在 北醫 可是 b 肝是 自費 喔 不要 浪費 還是 抽個 血 連 抽血 都不敢 b 肝 怎麼 他是 直接 肌肉 喔,0,2016/12/8,16:18
225348231-5,225348231,5,臺北醫學大學,m,12月8日 18:20,我怕 直接 忽略 疫苗,0,2016/12/8,18:20
225348231-6,225348231,6,臺北醫學大學,m,12月8日 18:33,就是 直接 打的,0,2016/12/8,18:33
225348231-7,225348231,7,原PO - 臺北醫學大學,m,12月9日 00:50,b3b4b5b6 謝謝你 們 不怕 痛 只是 抽血 會暈,0,2016/12/9,00:50
225348231-8,225348231,8,原PO - 臺北醫學大學,m,12月9日 02:05,剛剛 打完 醫生 直接 謝謝你 們,0,2016/12/9,02:05
225340138-1,225340138,1,臺北醫學大學,f,12月7日 10:43,義鬥社 很棒 1 雖然 禮拜六 會去,2,2016/12/7,10:43
225340138-2,225340138,2,原PO - 臺北醫學大學,m,12月7日 16:15,b1,0,2016/12/7,16:15
225335591-1,225335591,1,臺北醫學大學,f,12月6日 15:32,北醫 好像 很少 人用 狄卡,1,2016/12/6,15:32
225335591-2,225335591,2,臺北醫學大學,m,12月6日 16:02,這樣 一篇 我也是 醉,0,2016/12/6,16:02
225335591-3,225335591,3,臺北醫學大學,f,12月6日 23:01,發文 之後 36 小時 內 都是 熱門 啊 妳 先 弄清楚 規則 xd,0,2016/12/6,23:01
225335591-4,225335591,4,臺北醫學大學,m,12月7日 01:00,慢慢 摸索 笑,0,2016/12/7,01:00
225335591-5,225335591,5,臺北醫學大學,m,12月8日 03:24,北醫 其實 很多 人用 dcard 只是 很少 人會 po 文 而已 北醫 大家 很愛 酸 隨便 po 酸 沒人 po 文了,2,2016/12/8,03:24
225332852-1,225332852,1,臺北醫學大學,f,12月6日 11:08,我會去,0,2016/12/6,11:08
225332852-2,225332852,2,臺北醫學大學,m,12月6日 13:10,耶 舉手,0,2016/12/6,13:10
225332852-3,225332852,3,臺北醫學大學,f,12月6日 13:32,,0,2016/12/6,13:32
225332852-4,225332852,4,臺北醫學大學,m,12月6日 14:02,1,0,2016/12/6,14:02
225332852-5,225332852,5,臺北醫學大學 醫學系,f,12月6日 14:14,喔,0,2016/12/6,14:14
225332852-6,225332852,6,臺北醫學大學 藥學系,m,12月6日 15:42,都去,0,2016/12/6,15:42
225332852-7,225332852,7,原PO - 臺北醫學大學,m,12月6日 18:28,耶,0,2016/12/6,18:28
225332852-8,225332852,8,臺北醫學大學 藥學系,m,12月7日 03:51,一定,0,2016/12/7,03:51
225332852-9,225332852,9,臺北醫學大學,m,12月7日 05:15,當然會,0,2016/12/7,05:15
225332852-10,225332852,10,一個把回應刪除的同學,o,12月7日 06:36,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2016/12/7,06:36
225332852-11,225332852,11,臺北醫學大學,f,12月7日 06:36,,0,2016/12/7,06:36
225332852-12,225332852,12,原PO - 臺北醫學大學,m,12月7日 06:56,b11 凱達格蘭大道 喔,0,2016/12/7,06:56
225332852-13,225332852,13,臺北醫學大學 藥學系,m,12月7日 07:00,b11httpswwwfacebookcomevents608609792656897 生命 不再 逝去 婚姻 平權 站出來 音樂會 時間 12 月 10 日 星期六 下午 一點 入場 下午 三點 開始 晚間 八點 結束 地點 凱達格蘭大道 記得 參加,1,2016/12/7,07:00
225332852-14,225332852,14,臺北醫學大學,f,12月7日 16:02,b0b1b2b3b4b5b6b8b9b11b13 醫療 人聯署 httpssitesgooglecomviewmedicalstafftwnfb 粉團 httpswwwfacebookcommarriageequalitytwn,1,2016/12/7,16:02
225330264-1,225330264,1,臺北醫學大學,m,12月6日 14:39,zz 牙醫 最棒 好嗎 zz,0,2016/12/6,14:39
225330264-2,225330264,2,臺北醫學大學,m,12月6日 14:48,保健 很棒 推 牙醫 第一,1,2016/12/6,14:48
225330264-3,225330264,3,臺北醫學大學 保健營養學系,f,12月6日 15:30,超 遺憾的 啊 超棒 欸 整齊 讚 讚 讚 讚 讚 耶 大家 好棒 哦 我愛你 們,8,2016/12/6,15:30
225330264-4,225330264,4,臺北醫學大學 保健營養學系,f,12月6日 16:33,推 保健,0,2016/12/6,16:33
225330264-5,225330264,5,臺北醫學大學,f,12月6日 16:51,保健 超 讚,0,2016/12/6,16:51
225330264-6,225330264,6,臺北醫學大學,f,12月8日 07:59,我也 覺得 保健 滿棒 ㄚ,0,2016/12/8,07:59
225330264-7,225330264,7,臺北醫學大學,f,12月9日 00:18,提醒 保健 一下 你們 前一天 前棟 b1 社辦區 美宣 整條 路 擋住 下次 請 別人 著想 好嗎,1,2016/12/9,00:18
225330264-8,225330264,8,臺北醫學大學 保健營養學系,m,12月9日 05:40,b7 真的 很抱歉 也是 一直 警衛 趕來趕去 真的 沒辦法 才在 系辦 前面 以後 類似的 情況 特別 注意 不擋 通行 走道,1,2016/12/9,05:40
225330264-9,225330264,9,臺北醫學大學,f,12月11日 04:05,保健 跳 很好 不敢 批評 哪些 系跳 如何 如何 不過 保健 舞蹈 的確 許多 系 複雜 算 整齊 timing 抓 很好 看到 課 很多 很重 6 必修 期中考 而且 期中考 集中 快 時候 真的 心疼 花在 練習 美宣 時間 真的 可觀 你有 認真 觀察 就會 發現 大幕 更是 所有 系裡 畫的 精緻 真的 團結 真的 很有 風度 別人 得獎 大力 鼓掌 客觀 給 名次 的話 給 保健 第 25 名 慶功宴 朋友 隔壁 吃飯 聽到 批評 其他 系 真心 覺得 讚 讚 加油 你們 這屆 很棒 精神 總 錦標 是個 肯定 千萬 不要 灰心,10,2016/12/11,04:05
225330264-10,225330264,10,臺北醫學大學 保健營養學系,f,12月11日 04:34,嗚 啊啊啊 啊 謝謝 b9 姐姐 肯定 qqqqqqqq 聽到 妳 這樣 說真的 安慰 欸 還是 有人 看到 我們的 努力 我們的 付出,6,2016/12/11,04:34
225330264-11,225330264,11,臺北醫學大學 保健營養學系,f,12月11日 08:44,謝謝 b9,3,2016/12/11,08:44
225330264-12,225330264,12,臺北醫學大學 保健營養學系,f,12月13日 15:31,系主任 也有 偷偷 覺得 你們 這屆 超棒 番 番,2,2016/12/13,15:31
225330264-13,225330264,13,臺北醫學大學 牙醫學系,m,12月31日 03:07,b9 大幕 牙醫 比較 猛,0,2016/12/31,03:07
225311003-1,225311003,1,臺北醫學大學,f,12月2日 16:57,1 醫學 2 牙醫 3 口牙 4 醫技 醫工 最佳 精神 保健 最佳 創意 呼吸,14,2016/12/2,16:57
225311003-2,225311003,2,原PO - 臺北醫學大學,f,12月2日 17:01,謝謝妳,0,2016/12/2,17:01
225311003-3,225311003,3,臺北醫學大學,m,12月2日 20:54,牙醫 終於 退下來 呀 不過 無論 名次 如何 大家 辛苦,11,2016/12/2,20:54
225311003-4,225311003,4,臺北醫學大學 牙體技術學系,f,12月3日 01:30,口 牙 讚 讚,15,2016/12/3,01:30
225311003-5,225311003,5,臺北醫學大學,m,12月3日 07:20,口牙 氣氛 嗨,7,2016/12/3,07:20
225311003-6,225311003,6,臺北醫學大學,m,12月3日 16:25,終於 換人 冠軍 感覺,0,2016/12/3,16:25
225311003-7,225311003,7,臺北醫學大學,f,12月3日 17:05,北醫 幾個 系 有獎 八個 口牙算 兩個 這樣 沒得 太 哀傷,1,2016/12/3,17:05
225311003-8,225311003,8,臺北醫學大學,f,12月3日 17:14,口牙 真的 嗨,2,2016/12/3,17:14
225311003-9,225311003,9,臺北醫學大學,f,12月3日 17:15,口 牙 讚 讚 1 道具 超猛 欸,4,2016/12/3,17:15
225311003-10,225311003,10,臺北醫學大學,f,12月4日 00:56,牙醫 其實 很有 冠軍 樣 沒連霸 有點 意外,8,2016/12/4,00:56
225311003-11,225311003,11,臺北醫學大學,f,12月4日 02:01,有人 知道 暴龍 吉祥物 哪個 系,1,2016/12/4,02:01
225311003-12,225311003,12,臺北醫學大學 牙體技術學系,f,12月4日 02:15,b11 口牙 喔,0,2016/12/4,02:15
225311003-13,225311003,13,臺北醫學大學,f,12月4日 02:42,b12 太 可愛,0,2016/12/4,02:42
225311003-14,225311003,14,一個把回應刪除的同學,o,12月4日 16:12,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2016/12/4,16:12
225311003-15,225311003,15,臺北醫學大學,m,12月6日 01:23,保健 很棒,3,2016/12/6,01:23
225311003-16,225311003,16,臺北醫學大學,f,12月6日 15:32,保健 超棒,1,2016/12/6,15:32
225301883-1,225301883,1,臺北醫學大學,m,12月1日 08:45,是個 自由 參加 概念 啊 說實話 我覺得 優 九路 跑 比較 棒,1,2016/12/1,08:45
225301883-2,225301883,2,臺北醫學大學,f,12月1日 09:12,只有 一個 疑問 補假 嗎,2,2016/12/1,09:12
225301883-3,225301883,3,臺北醫學大學 護理學系,m,12月1日 09:24,b2 沒,2,2016/12/1,09:24
225301883-4,225301883,4,臺北醫學大學,f,12月1日 09:42,妳 太 邊緣,0,2016/12/1,09:42
225301883-5,225301883,5,臺北醫學大學,m,12月1日 09:51,乾 樓上 嗆,0,2016/12/1,09:51
225301883-6,225301883,6,臺北醫學大學,f,12月1日 14:53,乾 我還是 看了 這篇 知道 後天 運動會 邊中,1,2016/12/1,14:53
225301883-7,225301883,7,原PO - 臺北醫學大學,f,12月1日 15:54,b4b5b6 記得 一班 都會 報名表 問 大家 要不要 報名 今年 完全 無聲無息,2,2016/12/1,15:54
225301883-8,225301883,8,臺北醫學大學,m,12月1日 18:23,一直 以為是 禮拜五,1,2016/12/1,18:23
225301883-9,225301883,9,臺北醫學大學,f,12月3日 17:51,校慶 不是 一直都 六月 嗎,0,2016/12/3,17:51
225301883-10,225301883,10,臺北醫學大學 醫學科學研究所,m,12月4日 15:24,學校 運動會 阿,0,2016/12/4,15:24
225301883-11,225301883,11,臺北醫學大學 醫學檢驗暨生物技術學系,m,12月6日 06:54,咦 大前天 運動會 噢,0,2016/12/6,06:54
225300731-1,225300731,1,臺北醫學大學,m,12月1日 06:37,吵 rrrrr,1,2016/12/1,06:37
225296055-1,225296055,1,臺北醫學大學 藥學系,m,11月30日 12:24,醫夜 牙夜 各系 三老 屁股 路過 順便 提醒 公德心,3,2016/11/30,12:24
225296055-2,225296055,2,臺北醫學大學 呼吸治療學系,m,11月30日 13:16,習慣 就好 一看到 大三 見怪不怪 反正 禮拜五 完了,4,2016/11/30,13:16
225296055-3,225296055,3,臺北醫學大學 藥學系,m,11月30日 16:25,b1 呃 其實 原 po 創意 標題 美宣組 佔了 公道,4,2016/11/30,16:25
225296055-4,225296055,4,臺北醫學大學,f,11月30日 16:42,哈哈哈哈 意外 季節 之夜 季節 青春 無敵,2,2016/11/30,16:42
225281621-1,225281621,1,臺北醫學大學,f,11月29日 16:58,錢 其次 課中 互動 協調 學習 組織 能力 接觸 學生 老師 相關 單位 是個 不同的 經驗 好不好 有沒有 投入 貫徹始終 囉,1,2016/11/29,16:58
225280599-1,225280599,1,原PO - 臺北醫學大學,m,11月28日 04:29,點了 東京 豚骨 加 麵 蠻 飽 114 讚 口味 就不 評論 因人而異,2,2016/11/28,04:29
225280599-2,225280599,2,臺北醫學大學,m,11月28日 05:46,到底是 哪家 啊 也不 店名 位置,0,2016/11/28,05:46
225280599-3,225280599,3,臺北醫學大學,f,11月28日 07:51,所以說 拉麵 開 在哪裡,0,2016/11/28,07:51
225280599-4,225280599,4,臺北醫學大學,f,11月28日 09:19,九湯屋 好吃 服務 不錯 推,0,2016/11/28,09:19
225280599-5,225280599,5,原PO - 臺北醫學大學,m,11月28日 14:42,b2 以為 很明顯 對不起 qq,0,2016/11/28,14:42
225280599-6,225280599,6,臺北醫學大學,m,11月28日 16:43,不是 好吃 ˊ ˋ 百貨公司 美食街 可能 還好 點,0,2016/11/28,16:43
225280599-7,225280599,7,臺北醫學大學 醫學系,m,11月29日 12:50,到底在,1,2016/11/29,12:50
