PID,Poster,Gender,Title,PDate,PCont,PLike,PReply
225631837,選課雷達,i,#課程 #105上 賴淑芳 表演藝術─古典音樂表演,2017/1/16,"【課程名稱】表演藝術─古典音樂表演【修課學年】105上【開課系所】通識【授課老師】賴淑芳　【推薦指數】3/5 分　? 評分方式分數完全由老師對你的印象或看法決定，滿主觀的，尤其老師的脾氣陰晴不定(有時會莫名的發火或大笑)，又特別喜歡男生，除了看你在期末考中表演了什麼樂器，平常可以多坐在前排，聽說會比較高分。出席率的話，通常不會點名，但有一次老師突然說要點名，有來的通通加分，可是最後都被他喇賽喇掉，沒有點名。整體來說，我是覺得很涼,不錯甜啦，都能拿9開頭(尤其是男生)。　? 考題與作業型式沒有期中考，期末考就是才藝表演一分鐘加上講一個笑話。主要的分數呢就是來自期中去醫院表演。學期一開始會先分組，一組差不多20人，然後抽表演的醫院，籌畫約2~3個月就去醫院辦公益音樂會。*老師不知道為什麼很重視企劃書的格式和內容，常常上課時叫企劃出來給他看，邊看邊修改，會花很多時間(30分鐘至1小時以上)，通常下面的同學會滑手機或發呆。　? 其他補充通常老師是照自己心情上課的，想上什麼就上什麼，所以也常常在喇賽，一喇就喇掉兩節課(學期初的時候)，在下面玩什麼的，老師通常不會怎樣，別太吵就好。學期中會開始讓每一組彩排，一週兩組，老師會幫你們看，糾正主持人口條,表演組的演奏，還會叮嚀場務要做什麼，彩排大概2~3週就可以去醫院表演了(要全程錄影，老師要看)。*老師的脾氣極為陰晴不定，但大多時候人不錯，如果被他吼了別太傷心，下次他就忘記了，還有他特別喜歡男生，男生們可以多多把握。",3,3
225631836,選課雷達,i,#課程 #105上 鄭信中 牙醫學概論,2017/1/16,【課程名稱】牙醫學概論【修課學年】105上【開課系所】牙醫牙體口衛大一選修【授課老師】鄭信中　【推薦指數】5/5 分　? 評分方式超甜 只有期末 還是報告　? 考題與作業型式就期末報告而已　? 其他補充簡單的口腔疾病跟蛀牙填補,0,2
225631835,選課雷達,i,#課程 #105上 賴淑芳 音樂及音樂作品欣賞,2017/1/16,【課程名稱】音樂及音樂作品欣賞【修課學年】105上【開課系所】通識【授課老師】賴淑芳　【推薦指數】4/5 分　? 評分方式其實也不知道他怎麼計算欸！男生可能會比較高！期中是團體報告，期末個人或團體表演，分數還算甜，課也蠻涼的！　? 考題與作業型式期中是團體報告，期末個人或團體表演，報告就是像蕭邦生平……，表演就是可以唱歌、跳舞……和音樂相關即可　? 其他補充這門課很涼，用很輕鬆的態度去上課就好，老師早8的課也都會遲到個十幾分鐘！,0,1
225631834,選課雷達,i,#課程 #105上 潘力誠 醫學工程概論,2017/1/16,【課程名稱】醫學工程概論【修課學年】105上【開課系所】通識【授課老師】潘力誠　【推薦指數】4/5 分　? 評分方式是一門涼課，但沒到很甜，大概8x，會有一些作業是需要去要我們分組動腦思考醫療器材的研發與研究，各項作業佔10%，期末報告佔分比例較高，我其實也不太知道多少！　? 考題與作業型式會有一些作業是需要去要我們分組動腦思考醫療器材的研發與研究，會以word或PPT呈現，內容當然要由各組自由發揮囉！　? 其他補充上課會講解一些醫療案例及醫療器材製作原理以利我們發想，也會告訴我們要如何完成作業及內部細節！,0,1
225631833,選課雷達,i,#課程 #105上 周昭廷 認知科學經典英文閱讀,2017/1/16,【課程名稱】認知科學經典英文閱讀【修課學年】105上【開課系所】通識【授課老師】周昭廷　【推薦指數】5/5 分　? 評分方式大概會佔40%，期中20%，期末好像也20%，其餘則為出席的online responses，這個就是課後的小預習，會從中出一些題目，這個online responses很棒的一點是當你對某個地方不太懂可以在下次上課立即針對那個地方仔細聽 。反思有認真寫應該都有90以上，期中期末其實都是上課內容，只要上課認真接近滿分是沒問題的！這門課分數很甜，也是一門充滿語言方面心理學的課程，由於有反思可能沒那麼涼，但反思都是要去看心理學的書籍，所以會獲益良多，是一門很充實的課程！　? 考題與作業型式期中期末都是老師要求我們出題，會再加上老師的題目，可能會先給我們15-20題類似小題庫，會再抽出10題考，期中有bonus出11題。作業就是認真寫就會超高的啦！　? 其他補充老師上課速度偏小快，因為老師想帶給我們心理學方面的知識真的很多，認真聽會很有收獲，內容不難，老師都會說的非常仔細+其實人超nice！有問題歡迎下課去解惑！1061好像這門課會改叫語言與人類心智……這種的啦！有點忘記了！＞＜,3,0
225631832,選課雷達,i,#課程 #105上 張亨予 生物化學,2017/1/16,【課程名稱】生物化學【修課學年】105上【開課系所】藥學系必修【授課老師】張亨予　【推薦指數】2/5 分　? 評分方式期中期末各50%　? 考題與作業型式全部選擇　? 其他補充反應酵素.前後產物超愛考,1,0
225631831,選課雷達,i,#課程 #105上 林美宏 英文作文,2017/1/16,【課程名稱】英文作文【修課學年】105上【開課系所】通識【授課老師】林美宏　【推薦指數】4/5 分　? 評分方式1.老師不會點名，但是如果不去上課，就會不知道作業怎麼寫。2.整體來說，算是不錯扎實的一門課，可以維持英文的熟悉度，也能真正學到一些正式的英作格式與寫法。3.全程中文授課，老師講的東西都很淺顯易懂，也會帶著大家完成作業的前置，寫essay時會輕鬆很多。4.學期中會有2~3次的individual conference，是和老師or助教一對一討論(十分鐘)，諮詢就可以走了。*會把全部分成兩週，如果被排到第一週去，下次就不用去，等於是放假。5.整學期都是個人作業，沒有分組 沒有分組 沒有分組！！！不用擔心被組員雷　? 考題與作業型式沒有考試。學期一開始要先定一個具爭議性的主題，然後陸續會有project proposal(選題動機，主題之大綱介紹)literature review(整理自己選的三篇reference後寫出)interview report(訪問報告，p.s.訪問對象很重要，要事先找好，不然到時會約不到人)argument essay(最後總結，表達自己立場，最輕鬆的一篇)總共四篇，老師會帶著大家一起討論。評分也是完全從這四篇作業決定。　? 其他補充上課內容易懂，有些東西不會也沒關係，對作業沒有太大影響(我滿多時候也沒在聽講課)。老師人非常非常好，看到你上課做別的事不會怎麼樣，只是他會常常點同學分享一下意見或回答問題。如果有問題可以問他，不用害怕。,2,0
225631830,選課雷達,i,#課程 #105上 李崇熹（？ 醫藥衛生與智慧財產權,2017/1/16,【課程名稱】醫藥衛生與智慧財產權【修課學年】105上【開課系所】通識【授課老師】李崇熹（？【推薦指數】3/5 分? 評分方式期初講的評分跟期末評分完全不一樣= =參考即可。? 考題與作業型式作業是看powercam，最後一張ppt會有作業，大多是要利用google查一些定義或案例。沒有考試。? 其他補充課程…音質超差= =學到的東西…算比較粗略的，適合初學，想認識智慧財產權的人。期末是做一個小組報告，報告時，教授會問一些問題，然後最後要修改，整理再上傳。（不過，教授時間控制很差，有些組別根本沒有報告到）,1,1
225631829,選課雷達,i,#課程 #105上 陳怡君 飲食與文化,2017/1/16,【課程名稱】飲食與文化【修課學年】105上【開課系所】通識【授課老師】陳怡君【推薦指數】5/5 分? 評分方式期中考填充 有看上課講義就會 考試前會先在my2上給同學猜題，期末兩人一組報告書的內容，不點名，分數8-90左右，老師愛上課舉手回答會加分！? 考題與作業型式期中填充期末兩人報告 上一題回答的差不多了? 其他補充講飲食與文化，很輕鬆,3,3
225622167,課程小天使,i,分享課程心得，抽大獎額?,2017/1/17,存錢難、進步難、脫魯難、歐趴難，但你知道這些都是為什麼  那  麼  難  嗎？因為選課有困難！！！課選得好，打工存錢沒煩惱，課選得好，進步長知識樂陶陶，課選得好，閃光 get 脫魯好法寶，課選得好，歐趴嗨趴機率高。各位客倌你看看，選課為大學之母啊！不過到底去哪找想上的課呢？？？怎麼選個課比找到合適的閃光還難啊 ???現在，就讓 Dcard 一起來幫忙！「一個人的力量很微小，但當 Dcard 上的我們一起做，就能改變某些事。」大家一起樓上揪樓下，一起來分享過去的修課經驗吧！只要將課程評價填進表單，Dcard 的小幫手們就會幫大家整理成文章發到校板，讓大家挑課不緊張，選課零受傷唷 ?? 表單在這 ? https://goo.gl/h41PTt歡迎大家一起分享給同學們唷！選課是一時的，上課是一學期的，所以 Dcard 只好連上課都包啦！? 開學不憂鬱，上學變有趣 ?Back to School 大抽獎開跑 ???｜活動時間｜今天起到 2 月 19 日填寫課程評價表單，2 月 24 日下午 4 點準時直播開獎 ?｜活動辦法｜每填一門課程評價，就一次抽獎機會 get 唷！評價直直填，中獎機率加倍再加倍 ??｜獎品清單 ???｜雙人砸派機：你是在派什麼啦轉轉釣魚機：那些假的釣魚文不要給我撒野喔復古鉛筆盒：機關算盡太聰明小七百元禮券 50 組：玖壹壹沒有七一一很多啦威秀電影票兩張 5 組：單身算啥就爽看兩次吧潮潮後背包：你的背包讓我潮得不要不要行啦！說這麼多！快來寫心得，抽大獎，瞎趴瞎趴地開學去 ?,34,2
225600301,臺北醫學大學,f,請大家注意附醫前的計程車,2017/1/13,大家小心附醫前某排班車頂掛吳興的自營大型計程車梁姓司機言行舉止都非常惡劣今天帶著六十幾歲的阿姨從附醫打計程車到威秀看電影有一位阿姨左側無力意識清楚坐輪椅費了一番功夫才讓她坐上前座司機還阻止我們幫阿姨繫安全帶等到我們都坐上車之後一切就開始了?：我?：司機?：我們要到信義威秀謝謝?：要去威秀？回家吧（斜眼看向阿姨）?：信義威秀謝謝?：確定要去威秀？是要回家吧?：信 義 威 秀 ?：去威秀她會玩嗎?：我們要去看電影?：她看得懂嗎（斜眼瞄）?：請專心開車?：她去能幹嘛？發呆？睡覺？?：請你開車?：歐齁齁她會開車啊？?：綠燈了請你開車?：ㄘㄟˊ我以為他這樣也會開車（不停斜眼上下打量阿姨.那眼神真的是令人火大）經過玩命關頭般的驚悚飆車差點撞死機車騎士後終於到了威秀我負責抱阿姨下車阿姨的外傭拿輪椅過程中司機不停按喇叭催促著我們快一點急著要我們把後車門關上但阿姨的輪椅腳踏板還在後車廂趕什麼趕是在趕投胎喔就這樣一直催到我們下完車給完錢我一個憤怒地用力關上車門他老兄生氣了下車怒吼?：我把你們載來了你這麼用力關車門你什麼意思?：你自己想想你剛剛說了些什麼再來跟我大聲（指著阿姨的背影）?：.......然後就低著頭上車開走車資80我給一百不要找你找的錢我不屑要那多的20塊10塊用來買你對下一個身障者的惡劣態度10塊讓你去丟許願池去祈禱你的餘生都不要中風都不要失能都不要坐輪椅都不用別人照顧真的很惡劣在附醫需要搭計程車的很多也有很多是輪椅使用者但並沒有這麼多無障礙計程車可以使用平常在附醫排班的一般計程車應該有心理準備會遇到這樣的乘客吧既然無法接受這樣的乘客就不要在醫院前排班拜託大家不用抵制但至少告訴大家注意這位司機他對身障長輩非常不友善,152,18
225598283,臺北醫學大學,m,北醫還未當兵的你是否遇過一樣的問題,2017/1/13,我是今年入學的新生這件事情從期中說起，區公所打電話來問我是xxx同學嗎？是否還就學？我當下傻眼順便跟他確認一下，跟我說它們沒收到公文，也沒辦理緩徵要我去學校軍訓處問......隔天我去軍訓處，他們跟我說已經跟區公所確認過了，沒問題現在到期末了，兩個禮拜後我要出國結果去役男申請出境...網站給我顯示為辦理緩徵不符合資格，打電話去區公所問，他們說今天處理人員休假要禮拜一才能回覆我答案....很想問是學校行政出問題，還是我自己需要去辦理緩徵嗎？ 同實驗室的學長也發生過一樣的事??,9,7
225584556,臺北醫學大學,f,北醫附近不能租/住的房子,2017/1/11,廢話不多說寒假要開始了寒假完不免就是要開始找房子Google 過北醫附近相關的房子有些聽說不能租 (像是凶宅之類的等)像是 早餐街上、36X巷 (小吃街後後面某巷) 和吳興國小附近各有一間有沒有北醫附近哪些房子是不能租的卦?求解!!!  擔心租到有事!!!  感謝!!,18,11
225584328,臺北醫學大學,f,學校網路,2017/1/11,學校網路是不是又爛掉了一直連不上連到白眼都翻到墨爾本還沒連上,4,0
225560851,臺北醫學大學,m,救救期末考,2017/1/7,啊啊啊要被分化搞瘋了啊啊啊啊啊啊咦咦咦喔喔請問做考古題幫助大嗎OAO,9,17
225549731,臺北醫學大學,m,今日秀泰一廳,2017/1/6,"想問問有沒有人在今日秀泰""一廳""看過明天打算去看刺客教條但是網路爬文聽說很容易被前面擋到字幕北醫的好捧油們你們有在一廳看過的嗎？感激不盡  感激不盡!!!",6,7
225540299,臺北醫學大學,f,我懷念以前的原野社,2017/1/5,唉唉唉自從原野社換地方之後去影印個東西都要排好久好懷念以前的原野社T_T,24,2
225511774,臺北醫學大學 醫學系,m,收編了一隻小強XD,2017/1/2,剛剛室友的褲管掉出一隻蟑螂，原本要就地正法，但看它長的跟一般蟑螂不太一樣……於是就收編了XD查過圖鑑應為棲息戶外的東方水蠊，翅鞘（？金屬光澤還蠻美的，短短胖胖也算可愛XD大家下次看到牠們不要輕易殺生噢~,23,12
225506454,臺北醫學大學,m,朋友來北醫會推薦的餐廳?,2017/1/1,已在北醫打滾幾年，但有朋友過來附近或來找我時，都不曉得推哪家餐廳比較好!!如果是大家，有沒有好吃cp值高的口袋名單呢？廣求意見!!!,17,12
225496192,臺北醫學大學,m,新年快樂！,2016/12/31,新年快樂！???新年快樂！???新年快樂！,28,3
225478986,臺北醫學大學,f,急尋!!! 遺失的存摺,2016/12/28,急！！！請問有人今天(28號)早上9點左右在後棟b1郵局補摺機那裡拿走了我的存摺嗎？我忘了拿走，發現之後回去找卻找不到，希望好心的你可以幫我拿到生輔組，感激不盡！順便問一下 補摺機若是存摺沒取走 是不是會吃掉存摺,6,2
225478847,臺北醫學大學,f,跨年最佳賞景處,2016/12/28,請問跨年北醫哪一棟樓景觀最佳啊？或是附近有什麼地方可以去，麻煩學長姐分享哦！,4,8
225469777,臺北醫學大學 藥學系藥學組,m,小7禮券市場?,2016/12/27,想問一下如果賣小7禮券，打個8~9折出售，像是6000賣5000，有人會買嗎?急需現金但是不需要小7禮券得我想問一下，在二手版問不太恰當，所以就來這邊問了,1,9
225468160,臺北醫學大學,f,原野社,2016/12/27,自從原野社換了地方以後又不開發票了這是哪招？,10,4
225467490,臺北醫學大學,f,請問：下學期還有校內英文檢定嗎,2016/12/27,大一有門檻但如果現在考多益大四時效就過了，還有什麼其他的方法呢？,1,3
225433675,臺北醫學大學,m,關於自學中心,2016/12/21,如題相信很多人常常去自學中心唸書，但是又常常找不到位子，平常上課的時候，位子幾乎都被佔光，但是人卻坐不到1/4，這就算了，有一次我從五點坐到十一點，我旁邊的人都沒有回來，桌上只有佔位子的書，還是闔上的，到了十一點半吧，那位同學才回來把書收走，我想那位同學是把這個位子當臨時置物櫃了，這樣我覺得很不佳耶。如果是中間出去吃午餐、晚餐，或是讀書累了出去走走都還好，為什麼要濫用資源呢！很多人需要這個環境，如果您只是要放東西，希望你能為想看書的人著想，下次若輪到你需要使用的時候，發現一堆書躺在無人的桌上，如同嘲笑你不如它們，你就能知道我每次找不到位子的感受了。(?` ),74,4
225429322,臺北醫學大學 呼吸治療學系,m,記者在學校採訪什麼,2016/12/21,有誰知道今天記者出現在學校採訪是發生什麼事？,7,1
225427858,臺北醫學大學,f,少了一個邦交國,2016/12/21,聖多美普林西比跟我們斷交了嗯…,5,2
225426955,臺北醫學大學,f,推學妹,2016/12/20,今天滑fb看到學妹發的影片平常看到學妹就覺得他是一個整天傻笑的妹子沒想到他腦袋裡竟然有點東西ＸＤ覺得很可愛 來幫他宣傳一下還是大學生的各位把握很快就過完的這四年去其他國家的大學交流一下吧～,26,0
225416740,臺北醫學大學,f,關於健保資料庫,2016/12/19,請問大家健保資料庫關閉了是不是就沒有其他辦法查特定診斷ICD碼的就診人次了?那如果想查某疾病的盛行率和發生率是不是就只能找別人的文獻資料呢,1,0
225412974,臺北醫學大學,f,學校附近哪裡有賣地瓜球,2016/12/18,不知道有沒有人跟我一樣神愛吃地瓜球?想請問大家知不知道學校附近哪裡有賣我只知道通化夜市裡有但有點小距離不知吳興商圈裡有沒有跪求大家分享下???,12,11
225384201,臺北醫學大學,f,關於姆山宿舍軼事,2016/12/14,從大一不免會聽到一些學長姐們，在宿舍裡面所遇過的軼事升上大二了從大一不免會聽到一些朋友或是學長姐們， 在宿舍的總總遭遇。會聽到一些朋友或是學長姐們， 在宿舍的總總遭遇。現在升上大二，又增加了學弟妹們分享的遭遇…例如：女宿2、3樓某間房...想要求問更多的掛ps 同時想聽學校的,8,22
225376349,臺北醫學大學 藥學系,f,關於藥學系新共筆制度,2016/12/13,雖然我是一個幹部卻不知道究竟怎麼樣了QQ感覺上面學長姊還有爭議所以無法跟我們傳達班上都很好奇 請問有知道的同學可以概述嗎,9,31
225365371,臺北醫學大學,m,原野社撤離的原因？！,2016/12/11,所以原野社是因為楓杏才搬到那鳥不生蛋的地方是不是原野社是全校的學生都在用的地方我們就因為一個會為學校賺錢的社團損失影印的權利？到底是怎樣學生會無法爭取？還是我們也要來個抗爭？越想越氣??,47,21
225361924,臺北醫學大學,f,黑特 網路宿舍,2016/12/10,不是昨天才修網路嗎?還是我電腦的問題？看個片一直卡?????,10,1
225361697,臺北醫學大學 藥學系,f,UBIKE,2016/12/10,ubike 會回來嗎QQ從捷運走到宿舍真的很崩潰本來還妄想可以在宿舍前或是急診室前設一站現在連北醫都沒站了QQQQQPS 世貿新城站離捷運會很遠嗎,17,6
225361243,臺北醫學大學,m,北醫性別社團,2016/12/10,最近參加了幾場同運的活動，會場內總可看到很多學校的性別社團台大、政大、清華、交通、長庚等等等等舉著他們的旗幟聲援活動，但似乎找不太到北醫的社團？雖然學校裡有義鬥社等的異議性社團，但準確follow LGBTIQA的社團，至今好像都沒有？尤其身為醫大學生的我們，是否對於性別相關議題需要更加去關注呢？說那麼多，其實只是想問問想號召，同樣關心性別議題的同學們，一起創個代表北醫的性別社團吧！,26,10
225360824,臺北醫學大學,m,心悸,2016/12/10,昨天開始心悸胸悶「ㄧ整天」今天去看北醫的心臟內科醫生說心電圖沒問題不是心律不整只是心跳真的很快今天沒喝含咖啡因的飲料現在還是一樣，跳到睡不著剛剛吃了Alprazolam/Zenax我沒有其他症狀，只有心悸、胸悶你們覺得要去急診嗎？不過我真的很不舒服,11,6
225355422,臺北醫學大學,f,#問 學校附近推薦的牙科,2016/12/9,有點狀況需要檢查不知道學校附近有沒有推哪家牙科～從沒在臺北看過牙齒?需要信任的牙醫師～～,3,7
225350087,臺北醫學大學,m,聖誕節,2016/12/8,誰可以陪偶過聖誕節啊…八托…QAQ,7,5
225349699,臺北醫學大學,f,啦啦美宣,2016/12/8,先前在宿舍B1作美宣的可以收一收嗎?留一個乾淨環境給大家，謝謝,14,3
225348231,臺北醫學大學,m,B肝疫苗,2016/12/8,打B肝疫苗的第二劑前，醫生請我抽血驗有沒有抗體，有抗體就可以不用打了，沒有抗體要繼續打，請問可不可以不驗血，直接打完剩下的兩劑呢？有人知道可以為我解答嗎?謝謝您們??,7,8
225340138,臺北醫學大學,m,北醫義鬥社我愛你們,2016/12/7,今天中午雖然只有少少的三個人在推關於婚姻平權的遊行 但看到你們並沒有因為宣傳人數不多而因此消了鬥志 還是很熱情的在廣場發了一個小時的傳單 第一次剛剛經過沒拿到傳單 後來我特地折路回去拿 心中今天因為看到你們努力的這一幕覺得無比暖心 好幾次我都好想上前給你們一個擁抱 可是我真的勇氣還不夠 我想跟你們說聲謝謝 謝謝你們願意在寒冷的風中站出來發聲 簽名檔就來個-默默在旁關心的北醫人?,70,2
225335591,臺北醫學大學,f,文章太少？,2016/12/6,就算是故障也有點好笑文章少到要*2填版面 而且都是最新文章照搬XDDDD,8,5
225332852,臺北醫學大學,m,12/10遊行,2016/12/6,12/10挺同婚的遊行有人會去嗎？感覺北醫這次頗無感？(??ω?`),18,14
225330264,臺北醫學大學,m,保健啦啦,2016/12/6,有沒有人覺得今年保健啦啦隊是最大的遺珠呢？ 他們跳得很好欸?,33,13
225311003,臺北醫學大學,f,啦啦隊,2016/12/2,誰得名了？ 可以公佈一下給老人看看嗎XD,14,16
225301883,臺北醫學大學,f,星期六是運動會？,2016/12/1,顆顆  有誰和我一樣今天才知道後天是學校運動會的嗎?,22,11
225300731,臺北醫學大學,f,b1 練習活動的聲音,2016/12/1,你們的聲音教室裡都聽的到喔~蓋過室內麥克風~,1,1
225296055,臺北醫學大學,f,有點公道心好嗎,2016/11/30,宿舍b1做美宣的可以不要佔滿整個走道嗎?????,10,4
225281621,臺北醫學大學,f,服學TA,2016/11/28,最近在招募服學TA想請問一下有經驗的各位服學TA的工作內容(上次說明會有事去不了QQ在此感謝大家,2,1
225280599,臺北醫學大學,m,北醫附近新的拉麵店！？,2016/11/28,等等去看看有沒有開這附近除了這家好像沒什麼拉麵店(??ω??),10,11
225276007,臺北醫學大學 護理學系,f,南友美食周!!!,2016/11/27,"幫朋友宣傳南友會美食周活動哦 這是他們的粉專~~~ https://www.facebook.com/TMUnanyo/photos/a.1739535232968066.1073741828.1739065719681684/1773216472933275/?type=3&theater - 【南友x美食預購x分享抽獎】 欸欸期中考後要幹嘛呢？ 當然是回家耍廢啊！ 可是...我有拉拉,又有合唱 那就讓南友美食來撫慰你的心靈吧!!!!!?? 11/25~12/2是我們的預購噢噢噢 覺得食物太少嗎？ 不擔心~當週還會有其他好東西? 12/12~12/16東南西北來尋寶 大家一起吃飽飽 預購品項～～ 1.伊蕾特經典布丁(鮮奶,可可,芝麻,芒果)：35元/份---100元/3份 2.伊蕾特檸檬乳酪塔：55元/份---100元/2份 3.不二家 真芋頭蛋糕：250元/條---490元/2條 4.章成手軋餅：140元/盒 5.萬川椪餅：25元/顆 我是預購表單連結?? https://docs.google.com/…/1epj7dTg8OgNODBjri4pv9j…/viewform… [https://docs.google.com/…/viewform%3fedit_requested%3dtrue&…] 抽獎步驟? 1.在此篇貼文底下留言「我要參加南友美食週吃吃吃」 2.並在留言中tag 3個朋友 3.分享此貼文 ?將會抽出數名幸運兒免費拿到布丁和乳酪塔哦！-芋頭蛋糕看起來超好吃的!!!!!!!!!!!已預購XDD",13,1
225272907,臺北醫學大學,f,修改衣服,2016/11/26,最近有兩件褲子的扣子掉了（我想絕對不是因為我變胖惹QQ），連扣子都不見，自己本身也不會縫紉，想請問學校附近有沒有可以修改衣服的店面呢？ 謝謝。,4,7
225265445,臺北醫學大學,m,北醫借書,2016/11/25,各位你好我今天到北醫的圖書館借書，回家馬上續借被拒絕，想請問要隔多久才能續借呢?,8,6
225252118,臺北醫學大學,m,國際美食詢問,2016/11/23,幫忙問有人可以解答這盤是哪個國家同學擺攤賣的嗎肉串是印尼? 其他的?？竊竊大家(???*),2,3
225251466,臺北醫學大學,m,[微黑特] 啦啦季節又到了？,2016/11/23,不知這裏有沒105級某系學弟妹但我還是要講麻煩各系考慮其他學生的耳根五六七八二二三四五六七八三二三四的蹬蹬蹬……再ㄧ次上下上下上下一二三四跨六七八嘿嘿嘿！！！八成又是在練啦啦吧（我已經聽到系名但就不提了 麻煩自重好嗎 一週就你們最大聲）每年都講不膩欸麥克風一定要開到後棟四樓也聽得一清二楚大一學弟妹 你們自己耳朵都不會覺得大聲的？前後棟中間空間的回音就是大一直開那麼大聲是怎樣？？？？說真的四十人的練習是四百人耳中的噪音如果聘請的老師是專業的下次建議帶去停車場一樣開這麼大聲比較好呦那裡要多大聲應該沒什麼影響吧？-----未看先猜要被嗆你以前沒吵過？其他活動咧？我還真的沒有^_^因為我沒參加啦啦 其他活動都是用一般說話音量練習沒開這麼大聲的麥克風,41,12
225237460,臺北醫學大學,f,#圖 閻雲校長...祝您平安,2016/11/21,不多說了...,48,9
225230646,臺北醫學大學,f,北醫有在用dcard的人,2016/11/20,如題北醫有在用dcard的人是不是很少啊還是都不點進來校版想要跟風做個統計有用的人可以給個愛心嗎?但是按了不會脫魯你就只是按了但拜託滿足我的好奇心一下謝謝大家,271,12
225216419,臺北醫學大學,m,學校的貓…,2016/11/18,請問這禮拜有人看到學校的那隻貓嗎?沒看到牠出來散步有點不太習慣… …,5,10
225214856,臺北醫學大學,m,北醫上熱門了...,2016/11/17,想不到北醫長期跟台大合作也跟著燒起來了....我們要堅強??,15,4
225207938,臺北醫學大學,f,共筆～,2016/11/16,好奇想問一下～現在北醫有哪些系有共筆制度啊？(我指的是現在還有再繼續做新共筆的～),3,16
225203554,臺北醫學大學,f,原野社,2016/11/16,大家應該都知道原野社要結束營業了吧想問學校打算在那個區域建什麼嗎？,6,10
225181851,臺北醫學大學,m,黑特4.0,2016/11/12,有人知道為啥4.0陣亡了嗎？感覺明明一片祥和啊還是我錯過了什麼？,13,6
225158363,臺北醫學大學,f,渣男想紅無極限,2016/11/9,"有沒有某校隊男教練, 婚前婚中婚後都在外遇, 被爆出來根本渣男一枚之後,當了渣男被辭退, 還大言不慚發文說是自己不幹,辭退前又故意惡搞醫學盃, 讓先發球員連打四節都不休息,然後又只有婊妹可以休息,結果導致醫學盃成績成為史上最爛的八卦?",48,13
225155822,臺北醫學大學,m,以後wifi 不用一直登錄,2016/11/9,http://blog.tmu.edu.tw/tmubt/012481.html#more學校弄了可以驗證的東西馬上來試試看（≧?≦）,29,13
225153325,臺北醫學大學 醫學系,m,要崩潰惹,2016/11/8,阿阿阿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊Qq,39,32
225142138,臺北醫學大學,f,蜂蜜奶茶,2016/11/7,有人知道吳興商圈哪裡有賣蜂蜜奶茶嗎急需啊～但是找不到～昨天上網怎麼找都找不到…有沒有飲料達人願意指引?～～～????,4,8
225138998,臺北醫學大學,f,北醫科系,2016/11/6,如圖我抽到了…有人知道我們學校有沒有這個系嗎?,23,5
225137955,臺北醫學大學 藥學系,f,宿舍網路,2016/11/6,到底是宿舍網路慢還是我的電腦爛A**S開個Chrome出來居然要5分鐘....,3,6
225126814,臺北醫學大學 藥學系藥學組,m,學校附近的珍奶,2016/11/4,請問一下版上的大家，學校附近如果都點「紅茶拿鐵+珍珠」的話，哪個cp值最高啊？（那間貴到爆的combuy tea不算）迷客夏？comebuy?coco?五十嵐？丸作？,13,23
225104001,臺北醫學大學,m,剪髮,2016/11/1,北醫附近 有走過都知道 大概有三間 還四間理髮店 都是很年青 很飛訊的hair style 其中推RJ髮廊的amy姊 親切又會剪 剪帥髮必去！！,10,1
225099851,臺北醫學大學,m,有關期中考,2016/10/31,請問如果不同系但同老師的話考試題目會一樣嗎?還有就是出考古題的機率高不高呀…？普化普物好難QQ,5,10
225081793,臺北醫學大學,m,問卦,2016/10/29,有沒有人知道某醫學系偷拍人的卦,34,19
225077333,臺北醫學大學,m,你知道原野社要暫時關閉了嗎？,2016/10/28,如題，最近滿多同學都在問，不過好像有更多同學不知道，接下來因應學校空間規劃異動的關係，原野社將在這學期末起暫時關閉，雖然是說暫時，但暫時是多久誰也不知道，目前也有要求學校得在關閉的期間提供臨時的影印部，But，瞭解學校作風的人都知道，真的有臨時影印部的機率肯定不是100%，更遑論之後原野社重新營業的機率了，所以，如果同學們覺得不合理，覺得誇張，就找管道申訴吧，學生會也好，北醫人信箱也罷，至少表達一下想法，好讓學校知道原野社對學生是重要的！--------//更現在是有先暫時移到美食街內沒錯，抱歉沒有說明到，感謝同學補充說明。,72,4
225050912,臺北醫學大學,m,置物櫃,2016/10/24,在路上常常看到野生的置物櫃請問該如何申請使用呢？收費怎麼算？,5,19
225038554,臺北醫學大學,f,個人諮商,2016/10/22,不好意思因為本人目前有一些感情上的問題想要找人抒發但是不想麻煩朋友想請問學輔中心的個人諮詢服務如何？(就是隱私保護 環境 諮商師人好不好 事前有沒有要準備什麼之類的,10,10
225036929,臺北醫學大學,m,北醫洗澡,2016/10/22,北醫有沒有免費淋浴間呢也想過游泳池附贈的，不過那可以免費進去洗澡嗎求學長幫忙我,6,6
225030276,臺北醫學大學 藥學系,m,路跑人兒～,2016/10/21,有參加優九聯盟路跑的大家今天路跑加油OuOb祝平安順利～～～,41,1
225022223,臺北醫學大學 生醫材料暨組織工程研究所,m,北醫學生必吃的美食？,2016/10/20,想問問看學校附近有什麼好吃必吃的餐廳或小吃（非連鎖餐廳） 價位其次,15,29
